id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
417,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Quem se inscreve no Sisu também pode tentar Prouni?,"Sim. Em geral, o candidato também pode se inscrever no Prouni se atender às regras do programa. Se for selecionado nos dois, precisará optar conforme as regras aplicáveis.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
418,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Posso participar do Sisu e do Prouni ao mesmo tempo?,"Sim. Em geral, o candidato também pode se inscrever no Prouni se atender às regras do programa. Se for selecionado nos dois, precisará optar conforme as regras aplicáveis.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
419,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,"Se eu me inscrever no Sisu, ainda posso concorrer ao Prouni?","Sim. Em geral, o candidato também pode se inscrever no Prouni se atender às regras do programa. Se for selecionado nos dois, precisará optar conforme as regras aplicáveis.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
420,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,É permitido tentar Sisu e Prouni na mesma temporada?,"Sim. Em geral, o candidato também pode se inscrever no Prouni se atender às regras do programa. Se for selecionado nos dois, precisará optar conforme as regras aplicáveis.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
421,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quem já faz faculdade pública pode tentar outra vaga pelo Sisu?,"Sim, pode participar do Sisu se cumprir os requisitos do Enem e do edital. Porém, não é permitido ocupar duas vagas simultaneamente em instituições públicas; se for aprovado, o estudante terá de optar por uma delas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
422,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Já estou matriculado em graduação. Posso me inscrever no Sisu?,"Sim, pode participar do Sisu se cumprir os requisitos do Enem e do edital. Porém, não é permitido ocupar duas vagas simultaneamente em instituições públicas; se for aprovado, o estudante terá de optar por uma delas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
423,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Aluno universitário atual pode participar do Sisu?,"Sim, pode participar do Sisu se cumprir os requisitos do Enem e do edital. Porém, não é permitido ocupar duas vagas simultaneamente em instituições públicas; se for aprovado, o estudante terá de optar por uma delas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
424,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,"Se eu já estudo em uma pública, posso concorrer de novo?","Sim, pode participar do Sisu se cumprir os requisitos do Enem e do edital. Porém, não é permitido ocupar duas vagas simultaneamente em instituições públicas; se for aprovado, o estudante terá de optar por uma delas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
425,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Ainda estou no ensino médio e não sou concluinte. Posso usar minha nota no Sisu?,"Para usar a nota no ingresso pelo Sisu, o candidato precisa atender às exigências de conclusão do ensino médio e à legislação aplicável. Se ainda não concluiu e for apenas treineiro, não pode usar aquela nota para o Sisu.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
426,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quem não terminou a escola pode entrar na faculdade pelo Sisu?,"Para usar a nota no ingresso pelo Sisu, o candidato precisa atender às exigências de conclusão do ensino médio e à legislação aplicável. Se ainda não concluiu e for apenas treineiro, não pode usar aquela nota para o Sisu.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
427,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,"Sem concluir o ensino médio, a matrícula no Sisu pode ser indeferida?","Para usar a nota no ingresso pelo Sisu, o candidato precisa atender às exigências de conclusão do ensino médio e à legislação aplicável. Se ainda não concluiu e for apenas treineiro, não pode usar aquela nota para o Sisu.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
428,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,A conclusão do ensino médio é exigida para efetivar a vaga?,"Para usar a nota no ingresso pelo Sisu, o candidato precisa atender às exigências de conclusão do ensino médio e à legislação aplicável. Se ainda não concluiu e for apenas treineiro, não pode usar aquela nota para o Sisu.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
429,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,A inscrição do Sisu é toda online?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
430,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Preciso ir até a faculdade para me inscrever no Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
431,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Posso fazer a inscrição pelo celular?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
432,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,O Sisu pede cadastro separado do gov.br?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
433,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,"Depois do login, onde escolho o curso?","A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
434,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Onde eu confiro o cronograma do Sisu?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
435,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Como saber se o prazo de inscrição já acabou?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
436,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,A data do Sisu muda de um ano para o outro?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
437,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,O edital mostra as datas de inscrição e resultado?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
438,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Minha classificação aparece no boletim do candidato?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
439,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,No portal eu vejo só aprovado ou também a posição?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
440,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,O resultado mostra a modalidade de concorrência?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
441,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Como eu acompanho minha situação após o fim das inscrições?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
442,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Dá para ver minha melhor classificação no sistema?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
443,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,"Depois da aprovação, o Sisu já faz minha matrícula automaticamente?","Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
444,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Preciso confirmar interesse na vaga depois do resultado?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
445,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Quem valida os documentos da matrícula?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
446,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,A comprovação das cotas acontece em qual etapa?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
447,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,A matrícula depende do edital da instituição?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
448,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Cada universidade pode ter um calendário próprio de matrícula?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
449,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,"A faculdade pode exigir banca, heteroidentificação ou entrevista?","Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
450,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,As exigências de matrícula variam por instituição?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
451,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,O local da matrícula pode ser outro campus ou portal próprio?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
452,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,A entrega pode ser presencial em uma instituição e digital em outra?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
453,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,Como filtro instituições por estado no Sisu?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
454,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,Consigo pesquisar cursos por município?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
455,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,"Onde aparecem campus, turno e grau do curso?",A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
456,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,"O portal oficial mostra instituição, campus e turno antes da inscrição?",A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
457,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,Como verificar se a universidade aderiu ao processo seletivo vigente?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
458,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Minha nota de corte muda se eu trocar de modalidade?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
459,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Por que a mesma universidade tem notas de corte diferentes por turno?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
460,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,A nota de corte é igual para manhã e noite?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
461,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Campus diferentes do mesmo curso podem ter cortes diferentes?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
462,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Ampla concorrência e cotas têm notas de corte distintas?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
463,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,"Se duas pessoas têm notas parecidas, como o sistema ordena?","O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
464,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,A classificação é nacional ou separada por curso?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
465,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Minha posição depende só da minha nota ou das escolhas dos outros também?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
466,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,O sistema me compara com todos os candidatos do Brasil ou só com meu curso?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
467,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,A ordem de preferência entre 1ª e 2ª opção influencia o processamento?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
468,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Posso entrar na lista de espera de qualquer curso?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
469,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A espera vale para uma única opção ou para as duas?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
470,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Entrar na lista de espera garante vaga?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
471,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A lista de espera respeita a mesma ordem de classificação?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
472,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,"Depois de manifestar interesse, preciso acompanhar a faculdade?","A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
473,Alunos da jornada do ensino médio,gerado,beneficios,informar,baixa,Bolsa Permanência é igual para todos os cursos?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
474,Alunos da jornada do ensino médio,gerado,beneficios,informar,baixa,Assistência estudantil depende da faculdade ou do Sisu?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
475,Alunos da jornada do ensino médio,gerado,beneficios,informar,baixa,Quem consegue vaga pelo Sisu já entra automaticamente em auxílio estudantil?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
476,Alunos da jornada do ensino médio,gerado,beneficios,informar,baixa,Existe programa específico para permanência em graduação presencial?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
477,Alunos da jornada do ensino médio,gerado,beneficios,informar,baixa,Benefício financeiro depende de edital próprio?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
